Antibiotic_Family	Gene	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD2_ita_i	CD3_ita_i	CD4_ita_i	CS1_ita_i	CS2_ita_i	CS3_ita_i	CS4_ita_i	DD1_ita_i	DD2_ita_i	DD3_ita_i	DD4_ita_i	DS1_ita_i	DS2_ita_i	DS3_ita_i	DS4_ita_i
Aminoglycoside	aph(3')-Ia_1_V00359	0.0910049604983868	0.212832931894952	0	0	0	0.107581169723604	0	0.0224003407719041	0.0758740078714731	0	0	0	0.0451084162741783	0.0797253302920777	0.03112532653191	0.0985854046017301	0.104531661830248	0	0.0648971696235169	0
Aminoglycoside	aph(3'')-Ia_1_X53527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Ia_10_EU855787	0	0	0	0	0.0317954913993196	0	0	0	0	0	0	0	0	0.0797253302920777	0	0	0	0	0.0324485848117585	0.0309988607918659
Aminoglycoside	aph(3'')-Ia_2_AP009493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Ia_2_EU287476	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265751100973592	0	0	0	0	0	0
Aminoglycoside	aph(3')-Ia_3_EF015636	0.182009920996774	0	0	0	0	0.0268952924309009	0	0	0	0	0	0	0	0.106300440389437	0	0.03286180153391	0.052265830915124	0	0	0
Aminoglycoside	aph(3'')-Ia_3_M37378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Ia_4_AF498082	0.0455024802491934	0	0	0	0	0.0537905848618018	0	0	0	0.0559115881239314	0	0	0	0.0797253302920777	0	0.0985854046017301	0	0.0478536238041918	0.0324485848117585	0
Aminoglycoside	aph(3')-Ia_5_AP004237	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265751100973592	0.03112532653191	0.0657236030678201	0	0.0478536238041918	0	0
Aminoglycoside	aph(3')-Ia_6_L05392	0	0	0	0	0	0.0268952924309009	0	0	0	0	0	0	0	0.0531502201947185	0	0	0	0	0	0
Aminoglycoside	aph(3')-Ia_7_X62115	0.227512401245967	0.212832931894952	0	0	0.0635909827986392	0.107581169723604	0	0	0.531118055100312	0.0559115881239314	0	0	0	0.132875550486796	0.21787728572337	0.0985854046017301	0.104531661830248	0.430682614237726	0.194691508870551	0.0619977215837318
Aminoglycoside	aph(3')-Ia_8_Y00452	0.0455024802491934	0	0	0	0.0635909827986392	0.0268952924309009	0.0401654567793477	0	0.0758740078714731	0.223646352495726	0	0	0.0451084162741783	0.0797253302920777	0.06225065306382	0	0	0.239268119020959	0.162242924058792	0
Aminoglycoside	aph(3')-Ia_9_EU722351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Ib_1_M20305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3'')-Ib_1_M28829	3.13967113719435	3.19249397842427	2.79392433214731	2.02181130030772	0.286159422593876	0.457219971325315	0.301240925845108	0.201603066947137	1.51748015742946	2.68375622994871	1.1893398046105	0.685351375842887	2.21031239743474	2.2854594683729	1.49401567353168	1.6430900766955	1.88156991294446	4.30682614237726	2.95282121787002	1.95292822988755
Aminoglycoside	aph(3'')-Ib_2_AF024602	4.73225794591612	3.19249397842427	2.79392433214731	1.51635847523079	0.922069250580268	1.34476462154504	0.78322640719728	0.537608178525698	2.35209424401567	2.40419828932905	1.56992854208586	1.21840244594291	3.06737230664413	3.18901321168311	3.89066581648875	3.91055438253529	5.06978559876703	8.08726242290841	7.13868865858686	5.548796081744
Aminoglycoside	aph(3')-Ib_2_AJ744860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3'')-Ib_3_AF321550	3.00316369644677	1.48983052326466	1.39696216607366	4.04362260061544	0.604114336587072	1.12960228209784	0.321323654234782	0.224003407719041	1.59335416530093	1.84508240808974	0.61845669839746	0.380750764357159	2.0749871486122	2.52463545924913	2.8012793878719	2.82611493191626	3.44954484039818	4.78536238041918	4.2183160255286	4.12284848531816
Aminoglycoside	aph(3'')-Ib_4_AF313472	3.00316369644677	1.27699759136971	2.79392433214731	2.02181130030772	0.413341388191155	0.564801141048919	0.401654567793477	0.0672010223157123	1.44160614955799	1.28596652685042	0.76117747495072	0.456900917228591	2.02987873233802	1.88683281691251	2.33439948989325	1.93884629050069	2.71782320758645	3.54116816151019	2.95282121787002	2.541906584933
Aminoglycoside	aph(3'')-Ib_5_AF321551	4.41374058417176	5.10799036547884	6.98481083036828	7.07633955107702	0.572318845187752	0.91443994265063	0.421737296183151	0.425606474666178	2.50384225975861	4.86430816678203	1.85537009519238	1.14225229307148	3.3380228042892	3.21558832178047	2.64565275521235	3.97627798560311	3.65860816405868	8.47009141334194	5.84074526611652	3.9058564597751
Aminoglycoside	aph(3'')-Ic_1_DQ336355	0	0	0	0	0.0635909827986392	0.215162339447207	0	0	0	0	0	0	0	0.34547643126567	0	0	0	0	0	0
Aminoglycoside	aph(3')-Id_1_Z48231	0	0	0	0	0	0	0	0.0896013630876164	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-IIa_1_X57709	0	0	0	0	0	0.0268952924309009	0	0	0	0	0	0	0	0	0.03112532653191	0	0	0	0	0
Aminoglycoside	aph(3')-IIa_2_V00618	0	0	0	0	0.0635909827986392	0	0	0	0	0	0	0	0	0.0531502201947185	0	0	0	0	0	0.0309988607918659
Aminoglycoside	aph(3')-IIb_1_X90856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-IIb_2_CP006832	0	0	0	0	0	0.0537905848618018	0	0	0	0	0	0	0	0.0265751100973592	0	0	0	0	0	0
Aminoglycoside	aph(3')-IIc_1_AM743169	0.0910049604983868	0	0	0	0.0635909827986392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-III_1_M26832	0.273014881495161	0.638498795684855	2.79392433214731	0	0	0.0268952924309009	0	0	0.151748015742946	0.447292704991451	1.28448698897934	0.609201222971455	0.180433665096713	0.292326211070952	0.12450130612764	0.42720341994083	0.104531661830248	3.73258265672696	0.259588678494068	0.185993164751195
Aminoglycoside	aph(3')-IIIa_1_AF330699	0.182009920996774	0.212832931894952	2.09544324911048	0	0	0	0	0	0	0.39138111686752	1.28448698897934	0.0761501528714319	0.0451084162741783	0.265751100973592	0.12450130612764	0.29575621380519	0.052265830915124	2.29697394260121	0.162242924058792	0.0929965823755977
Aminoglycoside	aph(3')-IIIa_2_AJ490186	0.0910049604983868	0.212832931894952	0.698481083036828	0	0	0.0537905848618018	0	0.0448006815438082	0.151748015742946	0.503204293115383	0.90389825150398	0.228450458614296	0.0451084162741783	0.132875550486796	0.15562663265955	0.29575621380519	0	1.81843770455929	0.259588678494068	0.0619977215837318
Aminoglycoside	aph(3')-IIIa_3_AB247327	0.0455024802491934	0	0	0	0	0	0	0	0.0758740078714731	0.111823176247863	0.4757359218442	0.0761501528714319	0.0451084162741783	0.0797253302920777	0.03112532653191	0.03286180153391	0	0.52638986184611	0.0324485848117585	0.0619977215837318
Aminoglycoside	aph(3')-IV_1_X03364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-IX_1_APPN01000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Va_1_K00432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Va_2_AB211959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Vb_1_M22126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Vb_2_AJ744850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-Vc_1_S81599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-VI_1_KC170992	0	0	0	0	0	0	0	0	0.0758740078714731	0.0559115881239314	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-VI_2_APPJ01000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-VIa_1_X07753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-VIb_1_AJ627643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-VIIa_1_M29953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-VIII_1_ATGI01000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-XV_1_Y18050	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265751100973592	0	0	0	0	0	0
Aminoglycoside	aph(3')-XV_2_GQ626879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(3')-XV_3_EU165039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(4)-Ia_1_V01499	0.0910049604983868	0.425665863789903	0.698481083036828	0	0	0	0.0401654567793477	0.0448006815438082	0.151748015742946	0	0	0	0.315758913919248	0.823828413018137	0.28012793878719	0.39434161840692	0.209063323660496	0.239268119020959	0.324485848117585	0.557979494253586
Aminoglycoside	aph(6)-Ia_1_AY971801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(6)-Ia_2_Y00459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(6)-Ib_1_X05648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(6)-Ic_1_X01702	0	0	0	0	0.0317954913993196	0	0	0	0	0	0	0	0	0.0531502201947185	0.03112532653191	0	0	0	0	0
Aminoglycoside	aph(6)-Id_1_M28829	5.41479514965402	4.04382570600408	2.09544324911048	5.0545282507693	0.76309179358367	1.29097403668324	0.662730036859237	0.560008519297602	3.18670833060187	4.75248499053417	1.56992854208586	0.533051070100023	3.7439985507568	3.90654118431181	4.0462924491483	4.17344879480657	5.17431726059728	9.61857838464255	8.0472490333161	6.26176987995691
Aminoglycoside	aph(6)-Id_2_AF024602	4.50474554467015	3.61815984221418	2.79392433214731	3.03271695046158	0.635909827986392	1.10270698966694	0.401654567793477	0.470407156209986	2.04859821252977	2.57193305370084	1.52235494990144	0.685351375842887	2.75161339272488	3.00298744100159	2.61452742868044	3.25331835185709	3.81540565680405	7.13018994682457	4.83483913695201	4.80482342273921
Aminoglycoside	aph(6)-Id_3_AB109805	2.22962153221048	1.70266345515961	0.698481083036828	1.01090565015386	0.286159422593876	0.376534094032612	0.361489111014129	0.134402044631425	1.1381101180721	1.34187811497435	0.66603029058188	0.456900917228591	1.39836090449953	1.70080704623099	1.8675195919146	1.61022827516159	1.88156991294446	3.11048554727247	2.40119527607013	2.26291683780621
Aminoglycoside	aph(6)-Id_4_CP000971	3.68570090018467	2.97966104652932	2.09544324911048	4.04362260061544	0.667705319385711	1.31786932911414	0.542233666521194	0.38080579312237	2.04859821252977	2.18055193683332	0.99904543587282	0.609201222971455	2.66139656017652	3.10928788139103	2.1787728572337	2.69466772578062	3.34501317856794	6.12526384693655	4.80239055214025	3.50287126948085
Aminoglycoside	aph(6)-Id_5_18676889	3.82220834093225	4.68232450168894	4.19088649822097	2.02181130030772	0.635909827986392	0.726172895634324	0.562316394910868	0.291204430034753	1.36573214168652	3.18696052306409	1.47478135771702	0.989951987328615	3.20269755546666	2.55121056934649	2.8012793878719	2.69466772578062	3.50181067131331	6.4123855897617	4.57525045845794	4.30884165006936
Aminoglycoside	aph(7'')-Ia_1_X03615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(9)-Ia_1_U94857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(9)-Ia_2_CR628337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aph(9)-Ib_1_U70376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	armA_1_AY220558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	fmrO_1_Q08325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	grmA_1_M55520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	grmB_1_M55521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	grmO_1_AY524043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	kamB_1_AJ629123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	kgmB_1_S60108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	kmr_1_ENA_ACB88605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	npmA_1_AB261016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtA_1_AB120321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtB_1_AB103506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtB2_1_JN968578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtC_1_AB194779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtD_1_DQ914960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtD2_1_HQ401565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtE_1_GU201947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	rmtF_1_JQ808129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06225065306382	0	0	0.287121742825151	0	0
Aminoglycoside	rmtG_1_JX486113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143560871412575	0	0
Aminoglycoside	rmtH_1_KC544262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	sgm_1_M87057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	str_1_X92946	2.0476116112137	1.70266345515961	1.39696216607366	2.02181130030772	0	0.537905848618018	0	0.0224003407719041	0.151748015742946	0.39138111686752	0.04757359218442	0	1.0374935743061	0.956703963504933	1.99202089804224	4.86354662701868	0.940784956472232	0.81351160467126	0.908560374729237	1.23995443167464
Aminoglycoside	str_2_FN435330	0.227512401245967	0.851331727579806	0.698481083036828	0.50545282507693	0	0	0	0	0	0	0.14272077655326	0	0	0.159450660584155	0.3112532653191	0.920130442949481	0	0.239268119020959	0.0324485848117585	0.216992025543061
Aminoglycoside	str_3_AM932524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(2')-Ia_1_L06156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(2')-Ib_1_U41471	0	0	0	0	0.127181965597278	0.188267047016306	0.401654567793477	0.87361329010426	0	0.0559115881239314	0	0	0	0.34547643126567	0	0	0	0	0	0.0309988607918659
Aminoglycoside	aac(2')-Ic_1_U72714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(2')-Id_1_U72743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(2')-Ie_1_NC011896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(2')-IIa_1_AB669090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-I_1_AJ877225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052265830915124	0	0	0
Aminoglycoside	aac(3)-Ia_1_X15852	0	0	0	0	0.0635909827986392	0.161371754585405	0.0401654567793477	0	0.0758740078714731	0	0	0	0	0	0	0	0	0	0.162242924058792	0
Aminoglycoside	aac(3)-Ib_1_L06157	0	0	0	0	0	0.0268952924309009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-Ib-aac(6')-Ib_1_AF355189	0	0	0	0	0	0	0	0	0	0	0.04757359218442	0	0	0	0	0	0	0	0.0324485848117585	0
Aminoglycoside	aac(3)-Ic_1_AJ511268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-Id_1_AB114632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-If_1_AY884051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-Ig_1_CP000282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-Ih_1_CP000490	0	0	0	0	0.0317954913993196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-Ii_1_CP000356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside	aac(3)-IIa_1_X51534	0	0	0	0	0.0317954913993196	0	0	0	0.0758740078714731	0	0	0	0	0.0531502201947185	0.03112532653191	0.0657236030678201	0.052265830915124	0.191414495216767	0.0973457544352754	0
Aminoglycoside	aac(3)-IIa_2_AY138987	0	0	0	0	0	0.0268952924309009	0	0	0	0.111823176247863	0	0	0	0.0531502201947185	0	0.0985854046017301	0	0	0.0324485848117585	0.0309988607918659
